drug_name,id,type,arg1,arg2
PRADAXA,RL26,Hypothetical,M187,M186
PRADAXA,RL27,Hypothetical,M188,M186
PRADAXA,RL28,Hypothetical,M191,M193
PRADAXA,RL29,Hypothetical,M192,M193
PRADAXA,RL30,Hypothetical,M196,M195
PRADAXA,RL31,Hypothetical,M197,M195
PRADAXA,RL32,Hypothetical,M201,M199
PRADAXA,RL33,Hypothetical,M202,M199
PRADAXA,RL34,Effect,M203,M200
PRADAXA,RL35,Hypothetical,M203,M199
PRADAXA,RL36,Hypothetical,M205,M204
PRADAXA,RL37,Hypothetical,M208,M206
PRADAXA,RL38,Hypothetical,M209,M206
PRADAXA,RL39,Effect,M210,M207
PRADAXA,RL40,Hypothetical,M210,M206
PRADAXA,RL41,Hypothetical,M212,M211
PRADAXA,RL42,Hypothetical,M213,M211
PRADAXA,RL43,Hypothetical,M214,M211
PRADAXA,RL44,Hypothetical,M215,M211
PRADAXA,RL45,Effect,M222,M221
VORAXAZE,RL1,Effect,M2,M1
VORAXAZE,RL2,Hypothetical,M3,M4
VORAXAZE,RL3,Effect,M19,M18
VORAXAZE,RL4,Hypothetical,M42,M44
VORAXAZE,RL5,Effect,M42,M41
VORAXAZE,RL6,Hypothetical,M43,M44
VORAXAZE,RL7,Effect,M46,M45
HORIZANT,RL1,Hypothetical,M78,M77
HORIZANT,RL2,Hypothetical,M82,M81
HORIZANT,RL3,Hypothetical,M83,M81
HORIZANT,RL4,Effect,M86,M85
HORIZANT,RL5,Hypothetical,M86,M84
HORIZANT,RL6,Hypothetical,M111,M110
HORIZANT,RL7,Hypothetical,M112,M110
HORIZANT,RL8,Hypothetical,M114,M113
HORIZANT,RL9,Hypothetical,M115,M113
HORIZANT,RL10,Negated,M122,M121
HORIZANT,RL11,Hypothetical,M123,M125
HORIZANT,RL12,Hypothetical,M124,M125
HORIZANT,RL13,Hypothetical,M127,M126
HORIZANT,RL14,Hypothetical,M128,M126
HORIZANT,RL15,Hypothetical,M130,M129
HORIZANT,RL16,Hypothetical,M131,M129
HORIZANT,RL17,Hypothetical,M132,M135
HORIZANT,RL18,Hypothetical,M133,M135
HORIZANT,RL19,Hypothetical,M134,M135
HORIZANT,RL20,Hypothetical,M148,M150
HORIZANT,RL21,Hypothetical,M149,M150
HORIZANT,RL22,Negated,M151,M152
HORIZANT,RL23,Hypothetical,M153,M155
HORIZANT,RL24,Hypothetical,M154,M155
STENDRA,RL1,Hypothetical,M81,M85
STENDRA,RL2,Hypothetical,M82,M85
STENDRA,RL3,Hypothetical,M83,M85
STENDRA,RL4,Hypothetical,M84,M85
STENDRA,RL5,Hypothetical,M88,M87
STENDRA,RL6,Effect,M89,M90
STENDRA,RL7,Hypothetical,M91,M96
STENDRA,RL8,Effect,M91,M92
STENDRA,RL9,Hypothetical,M93,M96
STENDRA,RL10,Hypothetical,M94,M96
STENDRA,RL11,Effect,M94,M95
STENDRA,RL12,Hypothetical,M97,M101
STENDRA,RL13,Hypothetical,M98,M101
STENDRA,RL14,Hypothetical,M99,M101
STENDRA,RL15,Hypothetical,M100,M101
STENDRA,RL16,Hypothetical,M103,M102
STENDRA,RL17,Hypothetical,M104,M105
STENDRA,RL18,Hypothetical,M107,M106
STENDRA,RL19,Hypothetical,M108,M106
STENDRA,RL20,Hypothetical,M109,M106
STENDRA,RL21,Hypothetical,M110,M106
STENDRA,RL22,Hypothetical,M112,M111
STENDRA,RL23,Hypothetical,M113,M111
STENDRA,RL24,Hypothetical,M114,M111
STENDRA,RL25,Hypothetical,M115,M111
STENDRA,RL26,Hypothetical,M116,M117
STENDRA,RL27,Hypothetical,M119,M118
ADCETRIS,RL1,Effect,M6,M5
ADCETRIS,RL2,Effect,M15,M14
ADCETRIS,RL3,Effect,M151,M149
ADCETRIS,RL4,Effect,M151,M150
ADCETRIS,RL5,Negated,M151,M148
ADCETRIS,RL6,Effect,M154,M153
ADCETRIS,RL7,Effect,M154,M152
ADCETRIS,RL8,Effect,M166,M165
ADCETRIS,RL9,Negated,M166,M164
ADCETRIS,RL10,Effect,M220,M219
ADCETRIS,RL11,Hypothetical,M238,M241
ADCETRIS,RL12,Hypothetical,M239,M241
ADCETRIS,RL13,Hypothetical,M240,M241
ADCETRIS,RL14,Hypothetical,M244,M247
ADCETRIS,RL15,Hypothetical,M245,M247
ADCETRIS,RL16,Hypothetical,M246,M247
ADCETRIS,RL17,Effect,M253,M252
ADCETRIS,RL18,Effect,M259,M258
ADCETRIS,RL19,Hypothetical,M261,M262
ADCETRIS,RL20,Effect,M273,M272
ADCETRIS,RL21,Hypothetical,M273,M278
ADCETRIS,RL22,Effect,M276,M274
ADCETRIS,RL23,Effect,M276,M275
ADCETRIS,RL24,Hypothetical,M276,M278
ADCETRIS,RL25,Hypothetical,M277,M278
ADCETRIS,RL26,Effect,M277,M275
ADCETRIS,RL27,Effect,M277,M274
ADCETRIS,RL28,Effect,M281,M280
ADCETRIS,RL29,Hypothetical,M289,M288
ADCETRIS,RL30,Effect,M293,M292
ADCETRIS,RL31,Hypothetical,M313,M312
ADCETRIS,RL32,Hypothetical,M314,M318
ADCETRIS,RL33,Hypothetical,M316,M318
ADCETRIS,RL34,Effect,M316,M315
ADCETRIS,RL35,Hypothetical,M317,M318
ZERBAXA,RL1,Effect,M62,M61
ZERBAXA,RL2,Hypothetical,M62,M64
ZERBAXA,RL3,Effect,M63,M61
ZERBAXA,RL4,Hypothetical,M63,M64
ZERBAXA,RL5,Hypothetical,M68,M73
ZERBAXA,RL6,Effect,M69,M67
ZERBAXA,RL7,Hypothetical,M69,M73
ZERBAXA,RL8,Hypothetical,M70,M73
ZERBAXA,RL9,Effect,M71,M67
ZERBAXA,RL10,Hypothetical,M71,M73
ZERBAXA,RL11,Hypothetical,M72,M73
ZERBAXA,RL12,Effect,M77,M76
ZYDELIG,RL1,Effect,M3,M2
ZYDELIG,RL2,Effect,M4,M2
ZYDELIG,RL3,Effect,M8,M7
ZYDELIG,RL4,Effect,M94,M93
ZYDELIG,RL5,Effect,M97,M96
ZYDELIG,RL6,Effect,M103,M102
ZYDELIG,RL7,Effect,M106,M105
ZYDELIG,RL8,Effect,M112,M111
ZYDELIG,RL9,Effect,M116,M115
ZYDELIG,RL10,Effect,M116,M114
ZYDELIG,RL11,Effect,M117,M115
ZYDELIG,RL12,Effect,M117,M114
ZYDELIG,RL13,Effect,M120,M119
ZYDELIG,RL14,Effect,M123,M122
ZYDELIG,RL15,Effect,M126,M125
ZYDELIG,RL16,Effect,M129,M128
ZYDELIG,RL17,Effect,M135,M134
ZYDELIG,RL18,Effect,M139,M138
ZYDELIG,RL19,Effect,M139,M137
ZYDELIG,RL20,Effect,M140,M138
ZYDELIG,RL21,Effect,M140,M137
ZYDELIG,RL22,Effect,M143,M142
ZYDELIG,RL23,Effect,M146,M145
ZYDELIG,RL24,Effect,M148,M147
ZYDELIG,RL25,Hypothetical,M153,M152
ZYDELIG,RL26,Effect,M156,M155
ZYDELIG,RL27,Effect,M157,M159
ZYDELIG,RL28,Effect,M158,M159
ZYDELIG,RL29,Effect,M163,M162
ZYDELIG,RL30,Effect,M163,M165
ZYDELIG,RL31,Effect,M164,M165
ZYDELIG,RL32,Effect,M164,M162
ZYDELIG,RL33,Hypothetical,M166,M167
ZYDELIG,RL34,Effect,M171,M170
ZYDELIG,RL35,Effect,M174,M173
ZYDELIG,RL36,Effect,M177,M176
ZYDELIG,RL37,Effect,M177,M175
ZYDELIG,RL38,Effect,M183,M182
ZYDELIG,RL39,Effect,M183,M181
ZYDELIG,RL40,Effect,M183,M180
ZYDELIG,RL41,Effect,M184,M182
ZYDELIG,RL42,Effect,M184,M181
ZYDELIG,RL43,Effect,M184,M180
ZYDELIG,RL44,Effect,M185,M182
ZYDELIG,RL45,Effect,M185,M181
ZYDELIG,RL46,Effect,M185,M180
ZYDELIG,RL47,Effect,M186,M182
ZYDELIG,RL48,Effect,M186,M181
ZYDELIG,RL49,Effect,M186,M180
ZYDELIG,RL50,Effect,M187,M182
ZYDELIG,RL51,Effect,M187,M181
ZYDELIG,RL52,Effect,M187,M180
ZYDELIG,RL53,Effect,M188,M182
ZYDELIG,RL54,Effect,M188,M181
ZYDELIG,RL55,Effect,M188,M180
ZYDELIG,RL56,Effect,M189,M182
ZYDELIG,RL57,Effect,M189,M181
ZYDELIG,RL58,Effect,M189,M180
ZYDELIG,RL59,Effect,M190,M182
ZYDELIG,RL60,Effect,M190,M181
ZYDELIG,RL61,Effect,M190,M180
ZYDELIG,RL62,Effect,M191,M182
ZYDELIG,RL63,Effect,M191,M181
ZYDELIG,RL64,Effect,M191,M180
ZYDELIG,RL65,Effect,M192,M182
ZYDELIG,RL66,Effect,M192,M181
ZYDELIG,RL67,Effect,M192,M180
ZYDELIG,RL68,Effect,M193,M182
ZYDELIG,RL69,Effect,M193,M181
ZYDELIG,RL70,Effect,M193,M180
ZYDELIG,RL71,Effect,M195,M194
ZYDELIG,RL72,Effect,M199,M198
ZYDELIG,RL73,Effect,M199,M197
ZYDELIG,RL74,Hypothetical,M201,M200
ZYDELIG,RL75,Hypothetical,M202,M203
SIMPONI,RL1,Effect,M2,M1
SIMPONI,RL2,Effect,M11,M10
SIMPONI,RL3,Effect,M26,M25
SIMPONI,RL4,Effect,M28,M27
SIMPONI,RL5,Effect,M30,M29
SIMPONI,RL6,Effect,M41,M40
SIMPONI,RL7,Hypothetical,M41,M43
SIMPONI,RL8,Hypothetical,M42,M43
SIMPONI,RL9,Effect,M44,M45
SIMPONI,RL10,Effect,M46,M47
SIMPONI,RL11,Hypothetical,M49,M48
SIMPONI,RL12,Hypothetical,M50,M48
SIMPONI,RL13,Effect,M51,M52
SIMPONI,RL14,Negated,M54,M53
SIMPONI,RL15,Negated,M59,M57
SIMPONI,RL16,Effect,M59,M58
SIMPONI,RL17,Effect,M92,M91
SIMPONI,RL18,Effect,M99,M98
SIMPONI,RL19,Effect,M102,M101
SIMPONI,RL20,Effect,M105,M104
SIMPONI,RL21,Effect,M108,M107
SIMPONI,RL22,Hypothetical,M121,M119
SIMPONI,RL23,Effect,M121,M120
SIMPONI,RL24,Hypothetical,M123,M122
SIMPONI,RL25,Effect,M146,M145
SIMPONI,RL26,Hypothetical,M152,M155
SIMPONI,RL27,Hypothetical,M153,M155
SIMPONI,RL28,Hypothetical,M154,M155
SIMPONI,RL29,Hypothetical,M156,M159
SIMPONI,RL30,Hypothetical,M157,M159
SIMPONI,RL31,Hypothetical,M158,M159
SIMPONI,RL32,Effect,M162,M161
SIMPONI,RL33,Hypothetical,M162,M164
SIMPONI,RL34,Hypothetical,M163,M164
SIMPONI,RL35,Effect,M167,M166
SIMPONI,RL36,Hypothetical,M167,M165
SIMPONI,RL37,Hypothetical,M169,M168
SIMPONI,RL38,Hypothetical,M171,M185
SIMPONI,RL39,Hypothetical,M172,M185
SIMPONI,RL40,Hypothetical,M173,M185
SIMPONI,RL41,Hypothetical,M174,M185
SIMPONI,RL42,Hypothetical,M175,M185
SIMPONI,RL43,Hypothetical,M176,M185
SIMPONI,RL44,Hypothetical,M177,M185
SIMPONI,RL45,Hypothetical,M178,M185
SIMPONI,RL46,Hypothetical,M179,M185
SIMPONI,RL47,Hypothetical,M180,M185
SIMPONI,RL48,Hypothetical,M181,M185
SIMPONI,RL49,Hypothetical,M182,M185
SIMPONI,RL50,Hypothetical,M183,M185
SIMPONI,RL51,Hypothetical,M184,M185
SIMPONI,RL52,Hypothetical,M202,M201
SIMPONI,RL53,Effect,M241,M240
BLINCYTO,RL1,Negated,M45,M44
BLINCYTO,RL2,Effect,M144,M148
BLINCYTO,RL3,Effect,M146,M148
BLINCYTO,RL4,Hypothetical,M149,M147
BLINCYTO,RL5,Effect,M151,M153
BLINCYTO,RL6,Effect,M151,M154
BLINCYTO,RL7,Hypothetical,M155,M152
BLINCYTO,RL8,Effect,M159,M163
BLINCYTO,RL9,Effect,M161,M163
BLINCYTO,RL10,Hypothetical,M164,M162
BLINCYTO,RL11,Effect,M166,M168
BLINCYTO,RL12,Effect,M166,M169
BLINCYTO,RL13,Hypothetical,M170,M167
BLINCYTO,RL14,Effect,M175,M179
BLINCYTO,RL15,Effect,M177,M179
BLINCYTO,RL16,Hypothetical,M180,M178
BLINCYTO,RL17,Effect,M194,M191
BLINCYTO,RL18,Effect,M209,M207
BLINCYTO,RL19,Effect,M209,M206
BLINCYTO,RL20,Effect,M209,M205
BLINCYTO,RL21,Effect,M219,M218
BLINCYTO,RL22,Effect,M221,M230
BLINCYTO,RL23,Effect,M223,M230
BLINCYTO,RL24,Effect,M225,M230
BLINCYTO,RL25,Effect,M227,M230
BLINCYTO,RL26,Effect,M229,M230
BLINCYTO,RL27,Effect,M233,M237
BLINCYTO,RL28,Effect,M235,M237
BLINCYTO,RL29,Hypothetical,M238,M236
BLINCYTO,RL30,Effect,M240,M243
BLINCYTO,RL31,Effect,M242,M243
BLINCYTO,RL32,Hypothetical,M245,M244
BLINCYTO,RL33,Hypothetical,M246,M244
BLINCYTO,RL34,Hypothetical,M248,M247
BLINCYTO,RL35,Effect,M250,M249
BLINCYTO,RL36,Effect,M253,M252
BLINCYTO,RL37,Negated,M255,M254
NATAZIA,RL1,Effect,M2,M1
NATAZIA,RL2,Effect,M95,M94
NATAZIA,RL3,Effect,M97,M96
NATAZIA,RL4,Hypothetical,M98,M99
NATAZIA,RL5,Effect,M101,M100
NATAZIA,RL6,Hypothetical,M102,M103
NATAZIA,RL7,Hypothetical,M112,M111
NATAZIA,RL8,Negated,M114,M113
NATAZIA,RL9,Hypothetical,M115,M116
NATAZIA,RL10,Hypothetical,M118,M117
NATAZIA,RL11,Hypothetical,M119,M120
NATAZIA,RL12,Hypothetical,M122,M121
NATAZIA,RL13,Hypothetical,M123,M121
NATAZIA,RL14,Hypothetical,M124,M121
NATAZIA,RL15,Hypothetical,M125,M126
NATAZIA,RL16,Hypothetical,M128,M127
NATAZIA,RL17,Hypothetical,M129,M127
NATAZIA,RL18,Hypothetical,M130,M127
NATAZIA,RL19,Hypothetical,M132,M131
NATAZIA,RL20,Negated,M134,M133
NATAZIA,RL21,Negated,M135,M136
NATAZIA,RL22,Hypothetical,M138,M137
NATAZIA,RL23,Hypothetical,M139,M137
NATAZIA,RL24,Hypothetical,M140,M141
NATAZIA,RL25,Hypothetical,M144,M143
NATAZIA,RL26,Hypothetical,M146,M147
NATAZIA,RL27,Hypothetical,M148,M149
NATAZIA,RL28,Hypothetical,M151,M150
NATAZIA,RL29,Hypothetical,M153,M152
NATAZIA,RL30,Hypothetical,M154,M155
NATAZIA,RL31,Hypothetical,M157,M158
NATAZIA,RL32,Hypothetical,M160,M159
NATAZIA,RL33,Hypothetical,M161,M162
NATAZIA,RL34,Hypothetical,M163,M164
NATAZIA,RL35,Effect,M166,M168
NATAZIA,RL36,Hypothetical,M169,M170
NATAZIA,RL37,Hypothetical,M172,M171
NATAZIA,RL38,Hypothetical,M173,M175
NATAZIA,RL39,Hypothetical,M174,M175
NATAZIA,RL40,Hypothetical,M177,M176
NATAZIA,RL41,Hypothetical,M179,M178
NATAZIA,RL42,Hypothetical,M180,M178
NATAZIA,RL43,Negated,M183,M182
NATAZIA,RL44,Negated,M185,M184
NATAZIA,RL45,Negated,M186,M184
NATAZIA,RL46,Negated,M187,M184
NATAZIA,RL47,Hypothetical,M188,M189
NATAZIA,RL48,Hypothetical,M191,M190
NATAZIA,RL49,Hypothetical,M192,M193
EDARBI,RL1,Effect,M14,M12
EDARBI,RL2,Effect,M14,M13
EDARBI,RL3,Effect,M24,M23
EDARBI,RL4,Effect,M25,M23
EDARBI,RL5,Hypothetical,M34,M33
EDARBI,RL6,Hypothetical,M35,M33
EDARBI,RL7,Hypothetical,M38,M37
EDARBI,RL8,Hypothetical,M39,M37
EDARBI,RL9,Hypothetical,M41,M40
EDARBI,RL10,Hypothetical,M42,M40
EDARBI,RL11,Hypothetical,M43,M40
EDARBI,RL12,Hypothetical,M44,M40
EDARBI,RL13,Hypothetical,M45,M40
EDARBI,RL14,Hypothetical,M48,M47
EDARBI,RL15,Hypothetical,M49,M47
EDARBI,RL16,Hypothetical,M51,M50
EDARBI,RL17,Hypothetical,M52,M50
EDARBI,RL18,Hypothetical,M53,M50
EDARBI,RL19,Hypothetical,M54,M50
EDARBI,RL20,Hypothetical,M55,M50
EDARBI,RL21,Hypothetical,M56,M50
EDARBI,RL22,Hypothetical,M57,M58
EDARBI,RL23,Hypothetical,M59,M60
EDARBI,RL24,Hypothetical,M63,M61
EDARBI,RL25,Hypothetical,M63,M62
EDARBI,RL26,Hypothetical,M64,M61
EDARBI,RL27,Hypothetical,M64,M62
EDARBI,RL28,Hypothetical,M65,M61
EDARBI,RL29,Hypothetical,M65,M62
EDARBI,RL30,Hypothetical,M66,M61
EDARBI,RL31,Hypothetical,M66,M62
EDARBI,RL32,Hypothetical,M68,M67
EDARBI,RL33,Hypothetical,M69,M67
IMBRUVICA,RL1,Effect,M35,M34
IMBRUVICA,RL2,Effect,M35,M33
IMBRUVICA,RL3,Effect,M36,M34
IMBRUVICA,RL4,Effect,M36,M33
IMBRUVICA,RL5,Effect,M37,M34
IMBRUVICA,RL6,Effect,M37,M33
IMBRUVICA,RL7,Effect,M38,M34
IMBRUVICA,RL8,Effect,M38,M33
IMBRUVICA,RL9,Effect,M39,M34
IMBRUVICA,RL10,Effect,M39,M33
IMBRUVICA,RL11,Effect,M40,M34
IMBRUVICA,RL12,Effect,M40,M33
IMBRUVICA,RL13,Effect,M43,M42
IMBRUVICA,RL14,Effect,M44,M45
IMBRUVICA,RL15,Effect,M83,M84
IMBRUVICA,RL16,Hypothetical,M215,M214
IMBRUVICA,RL17,Effect,M219,M218
IMBRUVICA,RL18,Effect,M220,M218
IMBRUVICA,RL19,Effect,M221,M218
IMBRUVICA,RL20,Effect,M222,M218
IMBRUVICA,RL21,Effect,M223,M218
IMBRUVICA,RL22,Hypothetical,M228,M227
IMBRUVICA,RL23,Effect,M231,M230
IMBRUVICA,RL24,Effect,M233,M232
IMBRUVICA,RL25,Effect,M238,M236
IMBRUVICA,RL26,Effect,M239,M237
IMBRUVICA,RL27,Effect,M240,M237
IMBRUVICA,RL28,Effect,M240,M236
IMBRUVICA,RL29,Effect,M241,M237
IMBRUVICA,RL30,Effect,M241,M236
IMBRUVICA,RL31,Effect,M242,M237
IMBRUVICA,RL32,Effect,M242,M236
IMBRUVICA,RL33,Hypothetical,M251,M250
IMBRUVICA,RL34,Hypothetical,M252,M253
DUREZOL,RL1,Hypothetical,M2,M1
DUREZOL,RL2,Hypothetical,M3,M1
DUREZOL,RL3,Hypothetical,M4,M1
DUREZOL,RL4,Hypothetical,M5,M1
DUREZOL,RL5,Hypothetical,M6,M1
DUREZOL,RL6,Hypothetical,M7,M1
DUREZOL,RL7,Hypothetical,M8,M1
DUREZOL,RL8,Hypothetical,M9,M1
DUREZOL,RL9,Hypothetical,M57,M56
DUREZOL,RL10,Hypothetical,M58,M56
DUREZOL,RL11,Hypothetical,M59,M56
DUREZOL,RL12,Hypothetical,M60,M56
DUREZOL,RL13,Hypothetical,M62,M61
DUREZOL,RL14,Hypothetical,M64,M63
DUREZOL,RL15,Hypothetical,M65,M63
DUREZOL,RL16,Hypothetical,M66,M67
DUREZOL,RL17,Hypothetical,M69,M68
DUREZOL,RL18,Hypothetical,M70,M68
DUREZOL,RL19,Hypothetical,M72,M71
DUREZOL,RL20,Hypothetical,M73,M71
DUREZOL,RL21,Hypothetical,M74,M75
DUREZOL,RL22,Hypothetical,M77,M76
DUREZOL,RL23,Hypothetical,M78,M76
DUREZOL,RL24,Hypothetical,M79,M76
DUREZOL,RL25,Hypothetical,M80,M76
DUREZOL,RL26,Hypothetical,M82,M81
DUREZOL,RL27,Hypothetical,M84,M83
DUREZOL,RL28,Hypothetical,M85,M83
DUREZOL,RL29,Hypothetical,M86,M87
DUREZOL,RL30,Hypothetical,M89,M88
DUREZOL,RL31,Hypothetical,M90,M88
DUREZOL,RL32,Hypothetical,M92,M91
DUREZOL,RL33,Hypothetical,M93,M91
DUREZOL,RL34,Hypothetical,M94,M95
ZYKADIA,RL1,Effect,M3,M1
ZYKADIA,RL2,Effect,M3,M2
ZYKADIA,RL3,Hypothetical,M111,M110
ZYKADIA,RL4,Hypothetical,M117,M116
ZYKADIA,RL5,Hypothetical,M120,M119
ZYKADIA,RL6,Hypothetical,M123,M122
ZYKADIA,RL7,Hypothetical,M125,M128
ZYKADIA,RL8,Hypothetical,M126,M128
ZYKADIA,RL9,Hypothetical,M127,M128
ZYKADIA,RL10,Hypothetical,M131,M130
ZYKADIA,RL11,Effect,M133,M140
ZYKADIA,RL12,Effect,M135,M140
ZYKADIA,RL13,Effect,M137,M140
ZYKADIA,RL14,Effect,M139,M140
ZYKADIA,RL15,Effect,M146,M147
ZYKADIA,RL16,Effect,M150,M151
ZYKADIA,RL17,Hypothetical,M156,M160
ZYKADIA,RL18,Effect,M157,M153
ZYKADIA,RL19,Effect,M157,M154
ZYKADIA,RL20,Hypothetical,M157,M160
ZYKADIA,RL21,Hypothetical,M158,M160
ZYKADIA,RL22,Effect,M159,M153
ZYKADIA,RL23,Effect,M159,M154
ZYKADIA,RL24,Hypothetical,M159,M160
ZYKADIA,RL25,Effect,M164,M162
ZYKADIA,RL26,Effect,M164,M163
ZYKADIA,RL27,Effect,M165,M163
ZYKADIA,RL28,Effect,M165,M162
ZYKADIA,RL29,Hypothetical,M173,M172
ZYKADIA,RL30,Hypothetical,M174,M172
ZYKADIA,RL31,Hypothetical,M175,M172
ZYKADIA,RL32,Effect,M176,M177
ZYKADIA,RL33,Effect,M179,M180
ZYKADIA,RL34,Hypothetical,M182,M181
ZYKADIA,RL35,Hypothetical,M183,M184
ZYKADIA,RL36,Effect,M188,M185
ZYKADIA,RL37,Effect,M188,M187
ZYKADIA,RL38,Effect,M188,M186
ZYKADIA,RL39,Effect,M193,M191
ZYKADIA,RL40,Effect,M193,M190
ZYKADIA,RL41,Effect,M193,M192
ZYKADIA,RL42,Hypothetical,M193,M189
ZYKADIA,RL43,Hypothetical,M194,M195
ZYKADIA,RL44,Effect,M204,M202
ZYKADIA,RL45,Effect,M204,M201
ZYKADIA,RL46,Effect,M204,M203
ZYKADIA,RL47,Effect,M205,M201
ZYKADIA,RL48,Effect,M205,M202
ZYKADIA,RL49,Effect,M205,M203
ZYKADIA,RL50,Hypothetical,M207,M206
ZYKADIA,RL51,Hypothetical,M208,M209
ZYKADIA,RL52,Hypothetical,M208,M210
CHOLINE,RL1,Effect,M2,M1
CHOLINE,RL2,Effect,M4,M3
CHOLINE,RL3,Hypothetical,M7,M9
CHOLINE,RL4,Hypothetical,M8,M9
CHOLINE,RL5,Hypothetical,M11,M10
ERWINAZE,RL1,Negated,M49,M48
ERWINAZE,RL2,Negated,M50,M48
ERWINAZE,RL3,Negated,M51,M48
ERWINAZE,RL4,Negated,M52,M48
ERWINAZE,RL5,Negated,M53,M48
ERWINAZE,RL6,Negated,M54,M48
ERWINAZE,RL7,Hypothetical,M58,M57
ERWINAZE,RL8,Effect,M60,M59
ERWINAZE,RL9,Effect,M64,M62
ERWINAZE,RL10,Hypothetical,M65,M67
ERWINAZE,RL11,Hypothetical,M66,M67
ERWINAZE,RL12,Effect,M66,M68
ERWINAZE,RL13,Effect,M73,M72
ERWINAZE,RL14,Effect,M73,M71
ERWINAZE,RL15,Effect,M76,M77
ERWINAZE,RL16,Effect,M79,M78
SAPHRIS,RL1,Hypothetical,M21,M20
SAPHRIS,RL2,Hypothetical,M22,M20
SAPHRIS,RL3,Negated,M32,M31
SAPHRIS,RL4,Negated,M51,M50
SAPHRIS,RL5,Negated,M76,M75
SAPHRIS,RL6,Negated,M95,M94
SAPHRIS,RL7,Negated,M114,M113
SAPHRIS,RL8,Negated,M134,M133
SAPHRIS,RL9,Negated,M200,M199
SAPHRIS,RL10,Negated,M212,M211
SAPHRIS,RL11,Hypothetical,M216,M218
SAPHRIS,RL12,Hypothetical,M217,M218
SAPHRIS,RL13,Hypothetical,M226,M225
SAPHRIS,RL14,Negated,M233,M232
SAPHRIS,RL15,Negated,M237,M236
SAPHRIS,RL16,Negated,M241,M240
SAPHRIS,RL17,Effect,M260,M261
SAPHRIS,RL18,Effect,M263,M264
SAPHRIS,RL19,Effect,M265,M266
SAPHRIS,RL20,Effect,M269,M270
SAPHRIS,RL21,Effect,M272,M273
SAPHRIS,RL22,Effect,M275,M276
SAPHRIS,RL23,Negated,M280,M279
SAPHRIS,RL24,Effect,M280,M281
SAPHRIS,RL25,Negated,M285,M284
SAPHRIS,RL26,Effect,M286,M287
SAPHRIS,RL27,Effect,M288,M289
SAPHRIS,RL28,Hypothetical,M314,M313
SAPHRIS,RL29,Hypothetical,M315,M313
SAPHRIS,RL30,Hypothetical,M320,M318
SAPHRIS,RL31,Hypothetical,M320,M319
SAPHRIS,RL32,Hypothetical,M323,M322
SAPHRIS,RL33,Hypothetical,M325,M328
SAPHRIS,RL34,Hypothetical,M326,M328
SAPHRIS,RL35,Hypothetical,M327,M328
SAPHRIS,RL36,Hypothetical,M333,M332
SAPHRIS,RL37,Hypothetical,M334,M332
SAPHRIS,RL38,Hypothetical,M335,M332
SAPHRIS,RL39,Hypothetical,M336,M332
SAPHRIS,RL40,Hypothetical,M337,M332
SAPHRIS,RL41,Hypothetical,M338,M332
SAPHRIS,RL42,Hypothetical,M339,M332
SAPHRIS,RL43,Hypothetical,M347,M351
SAPHRIS,RL44,Hypothetical,M348,M351
SAPHRIS,RL45,Hypothetical,M349,M351
SAPHRIS,RL46,Hypothetical,M350,M351
SAPHRIS,RL47,Hypothetical,M352,M355
SAPHRIS,RL48,Hypothetical,M353,M355
SAPHRIS,RL49,Hypothetical,M354,M355
SAPHRIS,RL50,Hypothetical,M360,M359
SAPHRIS,RL51,Hypothetical,M361,M359
SAPHRIS,RL52,Hypothetical,M364,M363
SAPHRIS,RL53,Hypothetical,M366,M365
SAPHRIS,RL54,Hypothetical,M373,M374
SAPHRIS,RL55,Hypothetical,M378,M377
SAPHRIS,RL56,Hypothetical,M378,M376
SAPHRIS,RL57,Hypothetical,M378,M375
SAPHRIS,RL58,Hypothetical,M379,M375
SAPHRIS,RL59,Hypothetical,M379,M376
SAPHRIS,RL60,Hypothetical,M379,M377
SAPHRIS,RL61,Hypothetical,M380,M375
SAPHRIS,RL62,Hypothetical,M380,M376
SAPHRIS,RL63,Hypothetical,M380,M377
SAPHRIS,RL64,Hypothetical,M381,M375
SAPHRIS,RL65,Hypothetical,M381,M376
SAPHRIS,RL66,Hypothetical,M381,M377
SAPHRIS,RL67,Hypothetical,M383,M382
SAPHRIS,RL68,Hypothetical,M397,M396
SAPHRIS,RL69,Hypothetical,M398,M396
SAPHRIS,RL70,Hypothetical,M399,M396
SAPHRIS,RL71,Hypothetical,M400,M396
SAPHRIS,RL72,Effect,M402,M401
SAPHRIS,RL73,Hypothetical,M402,M403
SAPHRIS,RL74,Hypothetical,M405,M404
SAPHRIS,RL75,Hypothetical,M406,M404
SAPHRIS,RL76,Hypothetical,M407,M410
SAPHRIS,RL77,Hypothetical,M408,M410
SAPHRIS,RL78,Effect,M408,M409
SAPHRIS,RL79,Hypothetical,M412,M411
SAPHRIS,RL80,Hypothetical,M413,M411
SAPHRIS,RL81,Hypothetical,M414,M411
SAPHRIS,RL82,Hypothetical,M415,M411
SAPHRIS,RL83,Hypothetical,M416,M411
SAPHRIS,RL84,Hypothetical,M417,M411
SAPHRIS,RL85,Hypothetical,M418,M411
SAPHRIS,RL86,Hypothetical,M420,M419
SAPHRIS,RL87,Hypothetical,M421,M427
SAPHRIS,RL88,Effect,M422,M423
SAPHRIS,RL89,Hypothetical,M422,M427
SAPHRIS,RL90,Hypothetical,M424,M427
