drug,adverse_event,comp_term,is_overlapping
XEOMIN,dysphonia,autions ( EXCERPT Cervical Dystonia,1
XEOMIN,dysphonia,and autions ( EXCERPT Cervical,1
XEOMIN,dysphonia,autions ( EXCERPT Cervical Dystonia,1
XEOMIN,dysphonia,see Warnings and autions,1
XEOMIN,dysphonia,most commonly observed,0
XEOMIN,dysphonia,Warnings and autions (,1
XEOMIN,dysarthria,"Warnings and 1)  ]  
   EXCERPT Cervical",1
XEOMIN,dysarthria,Warnings and autions (,1
XEOMIN,dysarthria,1) ] EXCERPT,1
XEOMIN,urinary incontinence,EXCERPT:,1
XEOMIN,urinary incontinence,ecautions Spread of,0
XEOMIN,urinary incontinence,EXCERPT: Cervi cal,1
XEOMIN,urinary incontinence,commonly observed adverse reactions of patients and,0
XEOMIN,urinary incontinence,EXCERPT: Cervi cal Dystonia The most,1
XEOMIN,urinary incontinence,EXCERPT: Cervi cal Dystonia The most,1
XEOMIN,urinary incontinence,commonly observed adverse reactions of patients and placebo are dys,0
XEOMIN,urinary incontinence,see Warnings and   EXCERPT:     Cervi cal Dystonia,1
XEOMIN,urinary incontinence,commonly observed adverse reactions of patients and placebo are dys,0
XEOMIN,urinary incontinence,patients,0
XEOMIN,breathing difficulties,Toxin see Warnings and Precautions,0
XEOMIN,breathing difficulties,Precautions EXCERPT Cervical ystonia:  The most com monly,1
XEOMIN,breathing difficulties,Toxin see Warnings and Precautions,0
XEOMIN,breathing difficulties,EXCERPT Cervical ystonia: The most,1
XEOMIN,breathing difficulties,EXCERPT Cervical ystonia: The most,1
XEOMIN,breathing difficulties,injection site pain and musculoskeletal pain Blepharospasm The most,0
XEOMIN,breathing difficulties,"ck pain, muscle weakne ss injection site pain and",1
XEOMIN,breathing difficulties,injection site pain and musculoskeletal pain Blepharospasm The most,0
XEOMIN,breathing difficulties,"dysphagia ck pain,",1
XEOMIN,breathing difficulties,muscle weakne ss,1
XEOMIN,breathing difficulties,"placebo are dysphagia ck pain, muscle weakne ss",1
XEOMIN,breathing difficulties,muscle weakne ss,1
XEOMIN,breathing difficulties,"ck pain, muscle weakne ss",1
XEOMIN,breathing difficulties,pain,0
XEOMIN,breathing difficulties,"pain, muscle weakne ss injection site",1
XEOMIN,breathing difficulties,dysphagia ne,0
XEOMIN,breathing difficulties,"are dysphagia ck pain, muscle weakne",1
XEOMIN,breathing difficulties,"pain, muscle weakne ss injection site",1
XEOMIN,breathing difficulties,muscle weakne ss injection site pain and,1
XEOMIN,breathing difficulties,musculoskeletal pain,0
XEOMIN,breathing difficulties,"pain, muscle weakne ss injection site pain",1
XEOMIN,death,"  ).
",1
XEOMIN,death,"  ).
 Blepharospasm The",1
XEOMIN,death,ebo are dysphagia neck pain muscle,0
XEOMIN,death,are dysphagia neck pain muscle weakness injection site pain,0
XEOMIN,death,"  ).
 Blepharospasm The",1
XEOMIN,death,"  ).
 Blepharospasm The most commonly",1
XEOMIN,death,"musculoskeletal   ).
 Blepharospasm The most commonly",1
XEOMIN,death,"  ).
 Blepharospasm The most commonly",1
XEOMIN,spread of effect,report SUS PECTED ADVERSE REACTIONS contact Merz,1
XEOMIN,spread of effect,PECTED ADVERSE REACTIONS contact Merz Pharmaceuticals LLC at or FDA,0
XEOMIN,spread of effect,PECTED ADVERSE REACTIONS contact Merz Pharmaceuticals LLC at,0
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,wwwfdagovmedwatch Clinical,0
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,trials are conducted under,1
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,are conducted,1
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,wwwfdagovmedwatch Clinical Trials Experience clinical trials are conducted,1
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,Clinical Trials Experience,0
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,are conducted under widely,1
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,Trials Experience  clinical trials are conducted under widely varying conditions adverse,1
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,are conducted under widely,1
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,Experience  clinical trials are conducted under,1
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,are conducted under widely,1
XEOMIN,spread from the area of injection,directly compared to  in the clinical trials of anothe r drug and,1
XEOMIN,spread from the area of injection,are conducted under widely,1
XEOMIN,spread from the area of injection,trials of anothe r drug,1
XEOMIN,spread from the area of injection,directly compared to in the clinical trials,1
XEOMIN,toxin effects,in,1
XEOMIN,toxin effects,"rates in practice.
 Cervical Dystonia",1
XEOMIN,toxin effects,in,1
XEOMIN,toxin effects,not reflect the rates in,1
XEOMIN,toxin effects,"in practice.
 Cervical",1
XEOMIN,toxin effects,not reflect the rates in,1
XEOMIN,toxin effects,"not reflect the rates in practice.
 Cervical Dystonia The data",1
XEOMIN,toxin effects,not reflect the rates in,1
XEOMIN,toxin effects,rates in the,0
XEOMIN,toxin effects,rates in practice.,1
XEOMIN,toxin effects,"reflect the rates in practice.
 Cervical Dystonia",1
XEOMIN,toxin effects,rates in practice.,1
XEOMIN,death,ents  with cervical dystonia see,1
XEOMIN,death,trial in ents  with cervical,1
XEOMIN,death,ents  with cervical dystonia see,1
XEOMIN,death,ents  with cervical dystonia see Clinical,1
XEOMIN,death,ents  with cervical dystonia see Clinical,1
XEOMIN,death,cervical dystonia see Clinical Studies In this study patients received XE,0
XEOMIN,dysphagia,"visual impairment dyspnea ngitis,",1
XEOMIN,dysphagia,commonly observed adverse,0
XEOMIN,dysphagia,diarrhea headache visual impairment dyspnea,0
XEOMIN,dysphagia,ptosis dry eye dry,0
XEOMIN,dysphagia,"visual impairment dyspnea ngitis, a nd respiratory tract",1
XEOMIN,dysphagia,ptosis dry eye dry,0
XEOMIN,dysphagia,"headache visual impairment dyspnea ngitis, a nd respiratory tract",1
XEOMIN,dysphagia,ptosis dry eye dry,0
XEOMIN,dysphagia,ptosis dry eye dry,0
XEOMIN,dysphagia,"ngitis, a",1
XEOMIN,dysphagia,"ngitis, a nd respiratory",1
XEOMIN,dysphagia,"impairment dyspnea ngitis, a nd respiratory tract",1
XEOMIN,dysphagia,"ngitis, a nd respiratory",1
XEOMIN,Corneal exposure,( 6.1 ).,1
XEOMIN,Corneal exposure,"is e (  6.1  ).



",1
XEOMIN,Corneal exposure,( 6.1 ).,1
XEOMIN,Corneal exposure,ellar Lines The most commonly observed adverse,0
XEOMIN,Corneal exposure,6.1 ). To report SUSPECTED ADVERSE REACTIONS,1
XEOMIN,Corneal exposure,report,0
XEOMIN,Corneal exposure,6.1 ). To report SUSPECTED,1
XEOMIN,Corneal exposure,most commonly observed adverse reaction of patients and placebo,0
XEOMIN,reduced blinking,report SUSPECTED,0
XEOMIN,reduced blinking,contact Merz Pharmaceuticals LLC 6646 or FDA at 1 FDA or wwwfdagovmedwatch Clinical,1
XEOMIN,reduced blinking,report SUSPECTED,0
XEOMIN,reduced blinking,wwwfdagovmedwatch Clinical,0
XEOMIN,reduced blinking,at,0
XEOMIN,reduced blinking,at 1 FDA or,1
XEOMIN,reduced blinking,Merz Pharmaceuticals LLC,0
XEOMIN,reduced blinking,Experience Because clinic,0
XEOMIN,corneal exposure,clinical trials,0
XEOMIN,asthenia,cervical dystonia see Clinical tudies ( In this,1
XEOMIN,asthenia,clinical trials,0
XEOMIN,asthenia,tudies,1
XEOMIN,generalized muscle weakness,"In this study, 15 patients received XEOMIN were randomized",1
XEOMIN,generalized muscle weakness,Clinical .1) ]. In,1
XEOMIN,diplopia,patients received XEOMIN were randomized to,1
XEOMIN,blurred vision,study patients eceived,1
XEOMIN,blurred vision,Clinical Studies In this,0
XEOMIN,blurred vision,randomized to receive a total dose of Units and were randomized to,0
XEOMIN,blurred vision,total dose of Units and were randomized,0
XEOMIN,blurred vision,eceived XEOMIN were,1
XEOMIN,blurred vision,Clinical Studies In this study patients r,0
XEOMIN,ptosis,this study patients received 78 wer,1
XEOMIN,dysphagia,receive a total dose,0
XEOMIN,dysphagia,Units and were randomized to receive a total dose of,0
XEOMIN,dysphagia,study patients,0
XEOMIN,dysphagia,randomize d to,1
XEOMIN,dysphagia,randomize d to receive a,1
XEOMIN,dysphagia,Studies In this,0
XEOMIN,dysphagia,patients received XEOMIN randomize d to receive,1
XEOMIN,dysphagia,Studies In this,0
XEOMIN,dysphagia,total dose of,0
XEOMIN,dysphagia,randomize,1
XEOMIN,dysphagia,randomize d to,1
XEOMIN,dysphonia,patients received XEOMIN were,0
XEOMIN,dysphonia,to,1
XEOMIN,dysphonia,this study patients received XEOMIN,0
XEOMIN,dysphonia,patients received XEOMIN were to receiv e a total dose,1
XEOMIN,dysphonia,this study patients received XEOMIN,0
XEOMIN,dysphonia,Studies In this,0
XEOMIN,dysarthria,total do se of,1
XEOMIN,dysarthria,were randomized to a total do se of,1
XEOMIN,dysarthria,total do se of,1
XEOMIN,dysarthria,were randomized to a,1
XEOMIN,dysarthria,a total do se of,1
XEOMIN,dysarthria,a total do se of Units and were,1
XEOMIN,dysarthria,a total do se of,1
XEOMIN,dysarthria,total do se of Units and were,1
XEOMIN,dysarthria,total do se of,1
XEOMIN,dysarthria,receive a total dose of Units,0
XEOMIN,dysarthria,XEOMIN were randomized to a total do se of Units and,1
XEOMIN,dysarthria,receive a total dose of Units,0
XEOMIN,dysarthria,XEOMIN were randomized to a total,1
XEOMIN,urinary incontinence,were,0
XEOMIN,breathing difficulties,and randomized,1
XEOMIN,breathing difficulties,patients were to years,0
XEOMIN,breathing difficulties,"years old 53 years), and",1
XEOMIN,breathing difficulties,years old 53,1
XEOMIN,breathing difficulties,"53 years), and",1
XEOMIN,breathing difficulties,were pr,1
XEOMIN,breathing difficulties,and were pr edominantly female,1
XEOMIN,breathing difficulties,At study baseline approximately had,0
XEOMIN,breathing difficulties,of Units XEOMINtreated patients were to,0
XEOMIN,breathing difficulties,female and Caucasian At,0
XEOMIN,breathing difficulties,to years old 53,1
XEOMIN,breathing difficulties,"to years old 53 years), and were pr edominantly female",1
XEOMIN,breathing difficulties,to years old 53,1
XEOMIN,death,female and Caucasian At study,0
XEOMIN,death,had severe cervical dystonia Approximatel,0
XEOMIN,death,aseli ne approximately,1
XEOMIN,death,had severe cervical dystonia Approximatel,0
XEOMIN,death,had moderate and,0
XEOMIN,death,aseli,1
XEOMIN,spread of toxin effects,Approximately of XEOMINtreated patients,0
XEOMIN,spread of toxin effects,"study baseline y 25% had mild, 50% had",1
XEOMIN,spread of toxin effects,At study baseline y 25%,1
XEOMIN,spread of toxin effects,"baseline y 25% had mild, 50% had moderate and had",1
XEOMIN,spread of toxin effects,At study baseline y 25%,1
XEOMIN,spread of toxin effects,"study baseline y 25% had mild, 50% had moderate",1
XEOMIN,spread of toxin effects,At study baseline y 25%,1
XEOMIN,spread of toxin effect,musculoskeletal pain 2: Most Common TEAEs ( and Greater than,1
XEOMIN,spread of toxin effect,At study baseline y 25%,1
XEOMIN,spread of toxin effect,pain 2: Most Common TEAEs,1
XEOMIN,spread of toxin effect,and musculoskeletal pain 2: Most Common TEAEs ( and Greater than Placebo DoubleBlind,1
XEOMIN,spread of toxin effect,pain 2: Most Common TEAEs,1
XEOMIN,spread of toxin effect,muscle weakness injection site pain,0
XEOMIN,spread of toxin effect,ded dysphagia neck pain muscle weakness injection site,0
XEOMIN,spread of toxin effect,2: Most Common TEAEs ( and Greater than,1
XEOMIN,spread of toxin effect,musculoskeletal pain 2: Most Common TEAEs ( and,1
XEOMIN,spread of toxin effect,2: Most Common TEAEs ( and Greater than,1
XEOMIN,spread of toxin effect,2: Most,1
XEOMIN,spread of toxin effect,2: Most Common TEAEs ( and,1
XEOMIN,Hypersensitivity reactions,         7%                Gastrointestinal,1
XEOMIN,Hypersensitivity reactions,Musculoskeletal          7%                Gastrointestinal disorders,1
XEOMIN,Hypersensitivity reactions,         7%                Gastrointestinal,1
XEOMIN,Hypersensitivity reactions,pain,0
XEOMIN,Hypersensitivity reactions,         7%                Gastrointestinal,1
XEOMIN,anaphylaxis,"     
 Gast rointestinal disorders",1
XEOMIN,anaphylaxis,"     
 Gast",1
XEOMIN,anaphylaxis,"     
 Gast rointestinal",1
XEOMIN,anaphylaxis,"     
 Gast rointestinal disorders",1
XEOMIN,anaphylaxis,"     
 Gast rointestinal",1
XEOMIN,anaphylaxis,pain,0
XEOMIN,anaphylaxis,"     
 Gast rointestinal disorders",1
XEOMIN,anaphylaxis,pain,0
XEOMIN,anaphylaxis,"     
 Gast rointestinal",1
XEOMIN,anaphylaxis,"sculoskeletal      
 Gast rointestinal",1
XEOMIN,anaphylaxis,"     
 Gast rointestinal",1
XEOMIN,serum sickness,pain intestinal dis,1
XEOMIN,serum sickness,"     
 Gast rointestinal",1
XEOMIN,serum sickness,intestinal dis,1
XEOMIN,serum sickness,pain intestinal dis,1
XEOMIN,serum sickness,intestinal dis,1
XEOMIN,serum sickness,intestinal dis,1
XEOMIN,serum sickness,intestinal dis,1
XEOMIN,serum sickness,pain intestinal,1
XEOMIN,Dysphagia,blepharos pasm previously treated with onabotulinumtoxinA,1
XEOMIN,Dysphagia,blepharos pasm previously treated with,1
XEOMIN,Dysphagia,blepharos pasm previously treated,1
XEOMIN,Dysphagia,blepharos pasm previously treated,1
XEOMIN,Dysphagia,Phase trial in patients blepharos pasm previously treated,1
XEOMIN,Dysphagia,blepharos pasm previously treated,1
XEOMIN,Dysphagia,patients blepharos,1
XEOMIN,Dysphagia,blepharos pasm previously treated,1
XEOMIN,Aspiration,XEOMIN at,1
XEOMIN,Aspiration,Studies patients  XEOMIN at a mean dose,1
XEOMIN,Aspiration,XEOMIN at,1
XEOMIN,Aspiration,minimum Units maximum,0
XEOMIN,Aspiration,patients  XEOMIN at,1
XEOMIN,Aspiration,minimum Units maximum,0
XEOMIN,Aspiration,XEOMIN at,1
XEOMIN,dysphagia,ately 33 Units per eye minimum Units,1
XEOMIN,dysphagia,ately 33 Units,1
XEOMIN,dysphagia,Clinical Studies patients received XEOMIN at a mean dose of approxim,0
XEOMIN,dysphagia,XEOMINtreated patients were to,0
XEOMIN,dysphagia,of ately 33  Units per eye minimum,1
XEOMIN,dysphagia,XEOMINtreated patients were to,0
XEOMIN,weaken neck muscles,age mean years predominantly,0
XEOMIN,weaken neck muscles,mean years predominantly,0
XEOMIN,weaken neck muscles,since diagn osis of,1
XEOMIN,weaken neck muscles,an time since diagn osis of,1
XEOMIN,weaken neck muscles,since diagn osis of,1
XEOMIN,weaken neck muscles,age mean years predominantly female Caucasian and had,0
XEOMIN,weaken neck muscles,an time,1
XEOMIN,weaken neck muscles,and had a an time since diagn osis,1
XEOMIN,weaken neck muscles,an time,1
XEOMIN,weaken neck muscles,and had a an time since diagn,1
XEOMIN,weaken neck muscles,an time,1
XEOMIN,weaken neck muscles,an time since,1
XEOMIN,loss of breathing capacity,occurring in of,0
XEOMIN,loss of breathing capacity,diagnosis of approximately years The adverse events occurring,0
XEOMIN,loss of breathing capacity,patients and greater,1
XEOMIN,loss of breathing capacity,OMIN-treated patients,1
XEOMIN,loss of breathing capacity,occurring in of OMIN-treated patients and,1
XEOMIN,breathing difficulties,headache visual impairment dyspnea,0
XEOMIN,breathing difficulties,dry eye dry mouth diarrhea headache visual,0
XEOMIN,breathing difficulties,one placebotreated,0
XEOMIN,breathing difficulties,impairment dyspnea nasopharyngitis  respiratory tract inf ection No,1
XEOMIN,breathing difficulties,one placebotreated,0
XEOMIN,breathing difficulties,visual impairment dyspnea nasopharyngitis  respiratory tract inf ection No serious adverse,1
XEOMIN,breathing difficulties,one placebotreated,0
XEOMIN,breathing difficulties,nasopharyngitis,0
XEOMIN,breathing difficulties,diarrhea headache,0
XEOMIN,breathing difficulties,respiratory tract inf ection No,1
XEOMIN,respiratory failure,adverse even ts occurred in patients,1
XEOMIN,respiratory failure,erious adverse even ts occurred,1
XEOMIN,respiratory failure,in patients,0
XEOMIN,respiratory failure,erious adverse even ts occurred,1
XEOMIN,respiratory failure,No erious adverse even,1
XEOMIN,respiratory failure,infection No erious adverse,1
XEOMIN,respiratory failure,infection No erious adverse even,1
XEOMIN,respiratory failure,visual impairment dyspnea nasopharyngitis and,0
XEOMIN,respiratory failure,received XEOMIN one placebotreated patient,0
XEOMIN,respiratory failure,erious adverse even ts occurred in patients who,1
XEOMIN,dysphagia,System Organ,0
XEOMIN,dysphagia,          DoubleBlind Phase,1
XEOMIN,dysphagia,Trial,0
XEOMIN,transmission of viral diseases,N with glabellar lines,0
XEOMIN,transmission of viral diseases,adverse events in there is some basis to,1
XEOMIN,transmission of viral diseases,is some basis to believe,1
XEOMIN,transmission of viral diseases,there is some basis to believe there is a causal,1
XEOMIN,transmission of viral diseases,is some basis to believe,1
XEOMIN,Creutzfeldt-Jakob disease,drug and the occurrenc e of the adverse,1
XEOMIN,Creutzfeldt-Jakob disease,causal relationship between he drug and the occurrenc e of the adverse event,1
XEOMIN,Creutzfeldt-Jakob disease,drug and the occurrenc e of the adverse,1
XEOMIN,Creutzfeldt-Jakob disease,is a causal,0
XEOMIN,Creutzfeldt-Jakob disease,a causal relationship between he drug and,1
XEOMIN,Creutzfeldt-Jakob disease,between he drug and the occurrenc,1
XEOMIN,Creutzfeldt-Jakob disease,between he drug and the occurrenc e,1
XEOMIN,Creutzfeldt-Jakob disease,between he drug and the occurrenc,1
XEOMIN,Creutzfeldt-Jakob disease,a causal relationship between he drug and the,1
XEOMIN,Creutzfeldt-Jakob disease,there is some,0
XEOMIN,Creutzfeldt-Jakob disease,there is,0
XEOMIN,CJD,of  the adverse,1
XEOMIN,CJD,of  the adverse event Because clinical,1
XEOMIN,CJD,under widely varying,0
XEOMIN,CJD,is a causal relationship between the drug,0
XEOMIN,CJD,clinical trials are conducted under,0
XEOMIN,CJD,basis to believe there is a causal relationship between the drug and the,0
XEOMIN,CJD,of  the adverse event Because,1
XEOMIN,CJD,basis to believe there is a causal relationship between the drug and the,0
XEOMIN,CJD,of  the,1
QUTENZA,Application-Associated Pain,in the Application-Associated Pain see Warnings and Precautions Increase,1
QUTENZA,Application-Associated Pain,of  the,1
QUTENZA,Application-Associated Pain,Application-Associated Pain see Warnings,1
QUTENZA,Application-Associated Pain,Application-Associated Pain,1
QUTENZA,Application-Associated Pain,Application-Associated Pain see,1
QUTENZA,Application-Associated Pain,Application-Associated Pain,1
QUTENZA,Application-Associated Pain,in the Application-Associated,1
QUTENZA,Application-Associated Pain,Warnings,0
QUTENZA,Application-Associated Pain,Increase in Blood Pressure see Warnings and,0
