Unnamed: 0,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,api_source,llm_model,llm_model_name,prompt,system,temp,dataset,run,eval_method,base_name
0,adverse reactions,all,2989.0,345.0,2420.0,0.8965206958608278,0.5525975226474394,0.6837469975980783,0.8612405578027997,0.6116545128335324,0.6982771651730885,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
1,adverse reactions,discontinuous,32.0,,365.0,,0.0806045340050377,,,0.0937424223420711,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
2,adverse reactions,exact-meddra,2621.0,,1542.0,,0.6295940427576268,,,0.6958934446055389,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
3,adverse reactions,negated,16.0,,57.0,,0.2191780821917808,,,0.2095238095238095,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
4,adverse reactions,non-meddra,368.0,,879.0,,0.2951082598235766,,,0.3927864182735384,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
5,all-concat,all,2402.0,358.0,4980.0,0.8702898550724638,0.3253860742346248,0.4736738315914021,0.8320001826735508,0.4156159258342498,0.5116875652803398,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
6,all-concat,discontinuous,31.0,,770.0,,0.0387016229712858,,,0.0612040022149967,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
7,all-concat,exact-meddra,2048.0,,2779.0,,0.4242800911539258,,,0.5223244753169222,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
8,all-concat,negated,22.0,,110.0,,0.1666666666666666,,,0.1930272108843537,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
9,all-concat,non-meddra,354.0,,2202.0,,0.1384976525821596,,,0.2159724168844389,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
10,boxed warnings,all,142.0,139.0,132.0,0.505338078291815,0.5182481751824818,0.5117117117117117,0.5542373089586712,0.6234342061160947,0.5512712887183884,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
11,boxed warnings,discontinuous,2.0,,35.0,,0.054054054054054,,,0.0769230769230769,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
12,boxed warnings,exact-meddra,95.0,,41.0,,0.6985294117647058,,,0.7628248661355622,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
13,boxed warnings,negated,3.0,,2.0,,0.6,,,0.625,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
14,boxed warnings,non-meddra,47.0,,91.0,,0.3405797101449275,,,0.4105042016806722,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
15,warnings and precautions,all,957.0,524.0,1770.0,0.6461850101282917,0.3509350935093509,0.4548479087452471,0.606187696184313,0.4135280108963594,0.4532644471062211,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
16,warnings and precautions,discontinuous,48.0,,351.0,,0.1203007518796992,,,0.1738431613431613,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
17,warnings and precautions,exact-meddra,623.0,,590.0,,0.5136026380873866,,,0.5910883504295303,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
18,warnings and precautions,negated,11.0,,47.0,,0.1896551724137931,,,0.2129629629629629,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
19,warnings and precautions,non-meddra,334.0,,1181.0,,0.2204620462046204,,,0.2816648843443401,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
0,all,all,4088.0,1008.0,4322.0,0.8021978021978022,0.4860879904875149,0.5756422545794855,0.7069767822389434,0.5321178927353611,0.5739679632459184,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,strict,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
0,adverse reactions,all,4586.0,349.0,157.0,0.9292806484295846,0.966898587391946,0.9477164703451126,0.9247411171470572,0.9710376795315364,0.9461126643196388,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
1,adverse reactions,discontinuous,323.0,,32.0,,0.9098591549295776,,,0.8692515432098765,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
2,adverse reactions,exact-meddra,3476.0,,66.0,,0.9813664596273292,,,0.9864968025059628,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
3,adverse reactions,negated,105.0,,2.0,,0.9813084112149532,,,0.9625,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
4,adverse reactions,non-meddra,1110.0,,91.0,,0.9242298084929226,,,0.9137639714755208,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
5,boxed warnings,all,265.0,77.0,8.0,0.7748538011695907,0.9706959706959708,0.861788617886179,0.7845998409966539,0.9609686609686608,0.846769440484446,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
6,boxed warnings,discontinuous,61.0,,1.0,,0.9838709677419356,,,0.9523809523809524,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
7,boxed warnings,exact-meddra,100.0,,3.0,,0.970873786407767,,,0.9646464646464646,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
8,boxed warnings,negated,14.0,,0.0,,1.0,,,1.0,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
9,boxed warnings,non-meddra,165.0,,5.0,,0.9705882352941176,,,0.972079772079772,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
10,warnings and precautions,all,1517.0,288.0,62.0,0.8404432132963989,0.960734642178594,0.8965721040189124,0.8077788851542306,0.9425898101553404,0.865780137001981,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
11,warnings and precautions,discontinuous,257.0,,19.0,,0.9311594202898552,,,0.8863822965690538,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
12,warnings and precautions,exact-meddra,625.0,,10.0,,0.984251968503937,,,0.9672658134548378,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
13,warnings and precautions,negated,74.0,,6.0,,0.925,,,0.97015873015873,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
14,warnings and precautions,non-meddra,893.0,,52.0,,0.944973544973545,,,0.9243635371483616,,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
0,all,all,6368.0,714.0,227.0,0.8991810223100819,0.9655799848369976,0.9305403621301264,0.8674173111047576,0.9623278785908872,0.906067863483904,,deepcadrme,DeepCADRME,,,,test,010,lenient,deepcadrme
0,adverse reactions,all,5102.0,307.0,86.0,0.9432427435755224,0.9834232845026986,0.9629140322732848,0.9517095557242868,0.976483459269024,0.9621736532950494,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
1,adverse reactions,discontinuous,337.0,,2997.0,,0.1010797840431913,,,0.126455396879782,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
2,adverse reactions,exact-meddra,4025.0,,429.0,,0.9036820835204312,,,0.8841934111261801,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
3,adverse reactions,hypothetical,74.0,,1167.0,,0.0596293311845286,,,0.0755700567736267,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
4,adverse reactions,negated,65.0,,1600.0,,0.039039039039039,,,0.0593212508148086,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
5,adverse reactions,non-meddra,1077.0,,3055.0,,0.260648596321394,,,0.2773186621004805,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
6,all-concat,all,6534.0,848.0,191.0,0.885125982118667,0.9715985130111524,0.9263486212518608,0.8987276409235838,0.9565935297533308,0.9222027718548812,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
7,all-concat,discontinuous,623.0,,3793.0,,0.1410778985507246,,,0.1448919372882929,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
8,all-concat,exact-meddra,4533.0,,642.0,,0.8759420289855072,,,0.84904891113292,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
9,all-concat,hypothetical,812.0,,3324.0,,0.1963249516441005,,,0.210393438570421,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
10,all-concat,negated,111.0,,2622.0,,0.0406147091108671,,,0.0579660169515916,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
11,all-concat,non-meddra,2001.0,,3100.0,,0.392276024308959,,,0.379552981227335,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
12,boxed warnings,all,266.0,8.0,67.0,0.9708029197080292,0.7987987987987988,0.8764415156507415,0.97562656641604,0.8017309688362321,0.8594665962758433,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
13,boxed warnings,discontinuous,35.0,,85.0,,0.2916666666666667,,,0.3275440387972357,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
14,boxed warnings,exact-meddra,136.0,,106.0,,0.5619834710743802,,,0.5489962465995778,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
15,boxed warnings,hypothetical,117.0,,139.0,,0.45703125,,,0.5642600642256106,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
16,boxed warnings,negated,5.0,,38.0,,0.1162790697674418,,,0.3821428571428571,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
17,boxed warnings,non-meddra,130.0,,162.0,,0.4452054794520548,,,0.5171068267817494,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
18,warnings and precautions,all,2386.0,341.0,408.0,0.8749541620828749,0.8539727988546886,0.8643361709835174,0.9057941818445396,0.8022778619182598,0.8247345349659091,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
19,warnings and precautions,discontinuous,318.0,,1645.0,,0.1619969434538971,,,0.1999566455412955,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
20,warnings and precautions,exact-meddra,1130.0,,932.0,,0.5480116391852571,,,0.4923467465385114,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
21,warnings and precautions,hypothetical,778.0,,1359.0,,0.3640617688348151,,,0.3916862809597985,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
22,warnings and precautions,negated,49.0,,748.0,,0.0614805520702634,,,0.0889063703808932,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
23,warnings and precautions,non-meddra,1256.0,,1119.0,,0.5288421052631579,,,0.5259633147450669,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
0,all,all,7754.0,656.0,561.0,0.9219976218787158,0.932531569452796,0.902469251263896,0.9366886029274696,0.8767438932543197,0.8891462692075222,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0.5,train,run0,ember-v1,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
0,adverse reactions,all,3718.0,181.0,1691.0,0.9535778404719158,0.6873728970234794,0.7988826815642458,0.937692021989034,0.7462453516306661,0.8071283030742731,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
1,adverse reactions,discontinuous,142.0,,255.0,,0.3576826196473551,,,0.3622963930031533,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
2,adverse reactions,exact-meddra,3059.0,,1104.0,,0.7348066298342542,,,0.7971738238764792,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
3,adverse reactions,negated,30.0,,43.0,,0.410958904109589,,,0.4314285714285714,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
4,adverse reactions,non-meddra,659.0,,588.0,,0.5284683239775461,,,0.5951196518606737,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
5,all-concat,all,3834.0,201.0,3548.0,0.950185873605948,0.5193714440531021,0.6716300254007181,0.9363262222724048,0.5808151848375659,0.6882908478060797,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
6,all-concat,discontinuous,246.0,,555.0,,0.3071161048689138,,,0.3160162459389288,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
7,all-concat,exact-meddra,2941.0,,1886.0,,0.6092811269939922,,,0.6809624229183234,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
8,all-concat,negated,50.0,,82.0,,0.3787878787878788,,,0.4246598639455782,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
9,all-concat,non-meddra,893.0,,1663.0,,0.3493740219092331,,,0.3904479042210047,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
10,boxed warnings,all,221.0,80.0,53.0,0.7342192691029901,0.8065693430656934,0.7686956521739131,0.745550328827183,0.8657210128765856,0.767259801948575,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
11,boxed warnings,discontinuous,23.0,,14.0,,0.6216216216216216,,,0.559981684981685,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
12,boxed warnings,exact-meddra,125.0,,11.0,,0.9191176470588236,,,0.9409821078751468,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
13,boxed warnings,negated,3.0,,2.0,,0.6,,,0.5,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
14,boxed warnings,non-meddra,96.0,,42.0,,0.6956521739130435,,,0.7334733893557422,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
15,warnings and precautions,all,1432.0,427.0,1295.0,0.7703066164604626,0.5251191785845252,0.6245093763628434,0.7489518897070031,0.6232352420240584,0.6244263049595269,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
16,warnings and precautions,discontinuous,140.0,,259.0,,0.3508771929824561,,,0.3569489378312908,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
17,warnings and precautions,exact-meddra,771.0,,442.0,,0.6356141797197032,,,0.7563667878728405,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
18,warnings and precautions,negated,26.0,,32.0,,0.4482758620689655,,,0.6215277777777778,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
19,warnings and precautions,non-meddra,662.0,,853.0,,0.4369636963696369,,,0.533648513490111,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
0,all,all,5371.0,688.0,3039.0,0.8864499092259449,0.6386444708680142,0.7194283002897105,0.8291785593979013,0.714923718137039,0.725615180786532,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run1,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
0,adverse reactions,all,4576.0,173.0,833.0,0.963571278163824,0.8459974117212054,0.900964756841898,0.9602981741254554,0.8728776082538143,0.9091221552472312,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
1,adverse reactions,discontinuous,196.0,,201.0,,0.4937027707808564,,,0.4504498135753623,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
2,adverse reactions,exact-meddra,3816.0,,347.0,,0.916646649051165,,,0.9377987072428704,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
3,adverse reactions,hypothetical,67.0,,13.0,,0.8375,,,0.8452791461412151,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
4,adverse reactions,negated,34.0,,39.0,,0.4657534246575342,,,0.4504761904761905,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
5,adverse reactions,non-meddra,761.0,,486.0,,0.6102646351242983,,,0.6812470991332281,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
6,all-concat,all,5313.0,312.0,2069.0,0.9445333333333332,0.7197236521267949,0.8169447220727302,0.9241930192757633,0.7527083855261064,0.8192625178904658,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
7,all-concat,discontinuous,304.0,,497.0,,0.379525593008739,,,0.390975792600645,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
8,all-concat,exact-meddra,4145.0,,682.0,,0.8587114149575306,,,0.8819413536466044,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
9,all-concat,hypothetical,530.0,,490.0,,0.5196078431372549,,,0.5950660331117349,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
10,all-concat,negated,55.0,,77.0,,0.4166666666666667,,,0.4178571428571428,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
11,all-concat,non-meddra,1168.0,,1388.0,,0.4569640062597809,,,0.5144941723813633,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
12,boxed warnings,all,239.0,90.0,35.0,0.7264437689969605,0.8722627737226277,0.7927031509121061,0.7888768160237993,0.926213858237852,0.824654563183975,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
13,boxed warnings,discontinuous,24.0,,13.0,,0.6486486486486487,,,0.6318681318681318,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
14,boxed warnings,exact-meddra,133.0,,3.0,,0.9779411764705882,,,0.974937965260546,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
15,boxed warnings,hypothetical,110.0,,11.0,,0.9090909090909092,,,0.952512134330316,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
16,boxed warnings,negated,5.0,,0.0,,1.0,,,1.0,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
